Sample ID,Peptoniphilaceae,Campylobacteraceae,Streptococcaceae,Moraxellaceae,Staphylococcaceae,Prevotellaceae,Corynebacteriaceae,Peptostreptococcaceae,Lactobacillaceae,Veillonellaceae,Mycoplasmataceae,Oxalobacteraceae,Propionibacteriaceae,Fusobacteriaceae,Actinomycetaceae,Burkholderiaceae,Bradyrhizobiaceae,Rhodobacteraceae,Caulobacteraceae,Bacillaceae,Porphyromonadaceae,Sphingomonadaceae,Bifidobacteriaceae,Aerococcaceae,Clostridiaceae,Flavobacteriaceae,Neisseriaceae,Deinococcaceae,Paenibacillaceae,Bacteroidaceae,Micrococcaceae,Lachnospiraceae,Comamonadaceae,Enterobacteriaceae,Intrasporangiaceae,Thermoanaerobacteraceae,Pasteurellaceae,Promicromonosporaceae,Methylobacteriaceae,Listeriaceae,Erysipelotrichaceae,Hungateiclostridiaceae,Tissierellaceae,Steroidobacteraceae,Acidiferrobacteraceae,Erwiniaceae,Enterococcaceae,Spirochaetaceae,Sinobacteraceae,Alteromonadaceae,Thermoanaerobacterales.Family.III..Incertae.Sedis,Leptotrichiaceae,Atopobiaceae,Piscirickettsiaceae,Clostridiales.Family.XIII..Incertae.Sedis,Dermabacteraceae,Gottschalkiaceae,Phyllobacteriaceae,Muribaculaceae,Peptococcaceae,Sterolibacteriaceae,Selenomonadaceae,Rhizobiaceae,Ruminococcaceae,Rhodospirillaceae,Xanthomonadaceae,Marinilabiliaceae,Carnobacteriaceae,Brevibacteriaceae,Nocardiaceae,Helicobacteraceae,Alcaligenaceae,Dysgonamonadaceae,Microbacteriaceae,Deferribacteraceae,Planococcaceae,Syntrophomonadaceae,Thermoactinomycetaceae,Leuconostocaceae,Synergistaceae,Pseudomonadaceae,Hydrogenophilaceae,Sporomusaceae,Eubacteriaceae,Christensenellaceae,Pseudonocardiaceae,Shewanellaceae,Sutterellaceae,Streptomycetaceae,Tannerellaceae,Hyphomicrobiaceae,Thermoanaerobacterales.Family.IV..Incertae.Sedis,Eggerthellaceae,Vibrionaceae,Chromatiaceae,Merismopediaceae,Gemmatimonadaceae,Sphingobacteriaceae,Yersiniaceae,Symbiobacteriaceae,Anaplasmataceae,Aurantimonadaceae,Barnesiellaceae,Rhodanobacteraceae,Dietziaceae,Coxiellaceae,Isosphaeraceae,Flammeovirgaceae,Planctomycetaceae,Chitinophagaceae,Halobacteroidaceae,Dermacoccaceae,Hymenobacteraceae,Pelagibacteraceae,Acetobacteraceae,Idiomarinaceae,Alicyclobacillaceae,Mycobacteriaceae,Marinifilaceae,Desulfobacteraceae,Actinopolysporaceae,Clostridiales.Family.XVII..Incertae.Sedis,Morganellaceae,Rhodobiaceae,Acidobacteriaceae,Desulfovibrionaceae,Chelatococcaceae,Oscillospiraceae,Chrysiogenaceae,Pectobacteriaceae,Streptosporangiaceae,Xanthobacteraceae,Nocardioidaceae,Hyphomonadaceae,Odoribacteraceae,Cytophagaceae,Rubrobacteraceae,Rikenellaceae,Dictyoglomaceae,Rickettsiaceae,Erythrobacteraceae,Oscillatoriaceae,Chlorobiaceae,Brucellaceae,Brachyspiraceae,Coriobacteriaceae,Cohaesibacteraceae,Acidaminococcaceae,Sanguibacteraceae,Acholeplasmataceae,Kosmotogaceae,Ectothiorhodospiraceae,Micromonosporaceae,Vicinamibacteraceae,Psychromonadaceae,Cyclobacteriaceae,Bartonellaceae,Gallionellaceae,Desulfobulbaceae,Francisellaceae,Chromobacteriaceae,Halanaerobiaceae,Aphanothecaceae,Natranaerobiaceae,Thermotogaceae,Oceanospirillaceae,Aeromonadaceae,Thermaceae,Aquificaceae,Euzebyaceae,Anaerolineaceae,Heliobacteriaceae,Waddliaceae,Gordoniaceae,Parachlamydiaceae,Microcoleaceae,Conexibacteraceae,Halomonadaceae,Gloeomargaritaceae,Bogoriellaceae,Beijerinckiaceae,Nakamurellaceae,Entomoplasmataceae,Methylococcaceae,Alcanivoracaceae,Nostocaceae,Spiroplasmataceae,Hafniaceae,Aphanizomenonaceae,Nitrosomonadaceae,Pseudoalteromonadaceae,Mesoaciditogaceae,Cellulomonadaceae,Nocardiopsaceae,Desulfurellaceae,Colwelliaceae,Rhodothermaceae,Methylocystaceae,Hahellaceae,Desulfurobacteriaceae,Candidatus.Brocadiaceae,Thermomonosporaceae,Beutenbergiaceae,Borreliaceae,Methylophilaceae,Cryomorphaceae,Acidothermaceae,Synechococcaceae,Zoogloeaceae,Chloroflexaceae,Labilitrichaceae,Egibacteraceae,Leptospiraceae,Kangiellaceae,Thermodesulfobacteriaceae,Candidatus.Nanopelagicaceae,Gloeobacteraceae,Holosporaceae,Moritellaceae,Bdellovibrionaceae,Legionellaceae,Halothiobacillaceae,Chlamydiaceae,Clostridiales.Family.XVI..Incertae.Sedis,Parvularculaceae,Nitrospiraceae,Thermomicrobiaceae,Kineosporiaceae,Glycomycetaceae,Petrotogaceae,Desulfomicrobiaceae,Ruaniaceae,Azonexaceae,Nautiliaceae,Halieaceae,Cellvibrionaceae,Candidatus.Midichloriaceae,Fibrobacteraceae,Thiobacillaceae,Scytonemataceae,Pseudanabaenaceae,Akkermansiaceae,Microbulbiferaceae,Geobacteraceae,Candidatus.Deianiraeaceae,Frankiaceae,Budviciaceae,Paludibacteraceae,Amoebophilaceae,Microcystaceae,Ardenticatenaceae,Blattabacteriaceae,Prolixibacteraceae,Thiotrichaceae,Ktedonosporobacteraceae,Dehalococcoidaceae,Halobacteriovoraceae,Geodermatophilaceae,Fervidobacteriaceae,Sporichthyaceae,Salinivirgaceae,Kiritimatiellaceae,Magnetococcaceae,Sandaracinaceae,Spongiibacteraceae,Woeseiaceae,Coprothermobacteraceae,Emcibacteraceae,Dermocarpellaceae,Tepidiformaceae,Ilumatobacteraceae,Opitutaceae,Syntrophaceae,Methylacidiphilaceae,Rhodocyclaceae,Cardiobacteriaceae,Haliscomenobacteraceae,Roseiflexaceae,Tsukamurellaceae,Simkaniaceae,Acidimicrobiaceae,Acaryochloridaceae,Sphaerobacteraceae,Limnochordaceae,Chthonomonadaceae,Egicoccaceae,Jiangellaceae,Orbaceae,Bernardetiaceae,Succinivibrionaceae,Sporolactobacillaceae,Gemmataceae
UAB 18002,11.5746,0.0042,0.0379,0.8123,2.3023,0,8.4221,0.021,0.101,0.5177,0.0168,2.9715,0.8334,0.846,4.4657,15.7498,2.538,0.0126,3.2367,4.6256,0.0042,0,1.3847,0,0.0126,0.3536,0.0463,0.0042,3.7081,0,0.0042,0.0084,5.2149,0.08,0,0.0042,1.6415,0,0.3662,3.0978,0.0084,0,0,0.4672,0.4756,0,0.0337,0.0042,0.303,0,0,0,0,0.2399,0,0,0,0.0716,0,0.0168,0,0,0.0042,0.0168,0.0126,0.0084,0,0.0084,0,0,0.1052,0.0168,0,0.0042,0.1347,0.0295,0,0.0042,0.0042,0.0042,0.0379,0.0042,0,0,0.0042,0,0.0084,0.0042,0.1263,0,0,0,0.0547,0.0337,0,0,0.0042,0,0.0084,0,0.0168,0,0,0.0421,0,0.0084,0,0,0.0168,0,0,0,0,0,0.0884,0,0.0126,0.0168,0,0,0.0673,0,0,0,0.0042,0,0,0,0,0,0,0,0,0.0337,0,0.0042,0,0,0.0042,0.0042,0.0126,0,0,0,0.0379,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0.0042,0.0042,0.0084,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0,0,0,0,0.0084,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0.0042,0,0,0,0,0,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAB 18003,28.8934,30.9233,0.013,0.0706,0.4037,2.6584,0.1573,12.0135,0.1865,3.0368,0.0061,0,0.2694,0.0322,1.3369,0.2724,0.2893,0.2724,0,0.175,0.1688,0.1589,0.0207,1.0138,0.3269,0.0138,0.0031,0,0.0522,0.1044,0.0959,0.0744,0,0.0161,0.0015,0.0491,0.1381,0,0,0.0069,0.0207,0.0023,0.0936,0,0,0.0169,0.0177,0.0407,0,0.2632,0.0829,0,0.0038,0.0008,0.0015,0.01,0.1082,0.1143,0,0.0169,0,0.0023,0.0292,0.0054,0.0015,0.1497,0,0.0322,0.0038,0.1834,0.0284,0.0023,0,0.0115,0,0.0031,0,0.0299,0.0008,0,0.0015,0,0.0031,0.0031,0.0061,0.0146,0,0,0.0054,0.0399,0.0008,0.0391,0,0.0031,0,0.0008,0,0,0,0.0008,0.0031,0,0.0023,0.0153,0,0.0161,0.0161,0,0,0,0.0077,0,0,0,0.0046,0,0.0107,0.0015,0,0.0008,0,0,0,0,0,0.0023,0,0,0.0008,0.0015,0,0.0069,0.0008,0.0015,0,0.0061,0.0008,0,0.0061,0,0,0,0.0061,0.033,0,0,0,0.0008,0,0.0023,0,0,0.0092,0,0,0,0.0015,0,0,0.0008,0,0,0,0.0008,0.0008,0,0.0015,0.0077,0.0008,0,0.0008,0.0008,0,0,0,0.0015,0,0.0015,0.0008,0.0077,0,0,0.0008,0,0,0.0008,0.0008,0,0,0,0.0008,0.0031,0,0.0008,0,0.0015,0,0,0,0.0031,0.0023,0,0,0.0008,0.0008,0,0.0015,0,0,0.0008,0.0015,0.0023,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0.0008,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0,0.0008,0,0.0008,0,0,0,0,0,0,0
UAB 18004,0.0111,0.0222,0.0222,6.6896,0,0,0.0554,0,63.7391,0.0111,0,0,0.3101,0.0222,0,0,4.7181,4.1311,0,0.0665,0,0.0111,12.2826,0,0,0.0111,0.0111,0,0.0111,0,0,0,0,0.0332,0,0,0,0,0,0,0,0,0,0.3987,0.2215,0,0,0,0.2547,0,0,0,0,0.288,0,0,0,0.4984,0,0,0,0,0,0,0.0111,0,0,0,0,0.0775,0.1329,0.0111,0,0,0.0665,0,0,0,0.0222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222,0,0,0,0,0.0111,0,0,0,0,0,0,0,0,0,0.0775,0,0,0,0.144,0,0,0,0,0.0111,0,0,0,0,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0,0,0,0.0111,0,0,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAB 18005,22.2808,0.4297,21.1043,0.0748,1.1751,16.8362,3.5291,0.2201,0.1014,12.5311,0.0058,0.1896,1.1426,0.0014,3.3673,0.1026,0.0025,0.0364,0.0019,0.2699,0.3263,0.0056,1.2394,1.467,0.1331,0.025,0.0056,0.0019,0.0831,0.6012,0.0689,0.0384,0.0114,0.0053,0.0292,0.0195,0.0019,0.0592,0.0031,0.0095,0.4617,0.0025,0.017,0,0,0.0011,0.0242,0.0331,0,0.0056,0.0097,0.0006,0.017,0.0006,0.0061,0.1337,0.0103,0.0003,0.0211,0.0192,0,0.0086,0.0003,0.0406,0.0019,0,0,0.0106,0.0033,0.0022,0.0017,0.1201,0,0.0561,0,0.0161,0.0347,0.0064,0.0097,0.0006,0.0011,0,0.0019,0.0017,0.015,0.0047,0,0.0903,0.0131,0.0028,0.0019,0.0089,0.0086,0.0011,0,0,0,0.0008,0.0006,0.0017,0.0031,0,0.0211,0.0003,0.0008,0.0078,0.0003,0.0142,0.0006,0.0003,0.0072,0.0008,0.0053,0.0028,0.0039,0,0.0047,0.0103,0,0.0003,0.0067,0,0.0003,0.0008,0,0.0017,0,0.0019,0.0044,0.0008,0.0019,0,0.027,0.0006,0.0047,0.0103,0.0003,0.0011,0.0172,0,0.0011,0,0,0.0003,0,0.0011,0,0.0003,0.0003,0.0011,0,0,0.0031,0,0,0,0,0.0114,0.0006,0.0019,0.0008,0.0011,0,0.0011,0.0019,0.0003,0,0.0014,0.0006,0,0.0006,0.0006,0,0.0017,0.0008,0.0011,0,0,0.0011,0,0,0.0011,0.0003,0.0006,0.0003,0.0028,0,0,0.0222,0,0,0.0008,0.0008,0.0058,0.0044,0.0006,0.0036,0,0,0.0003,0,0.0006,0.0006,0.0003,0,0.0003,0.0003,0,0.0042,0.0003,0.0011,0,0,0.0003,0,0,0,0,0,0.0003,0.0006,0.0003,0,0.0006,0,0,0.0003,0.0003,0.0006,0.0003,0,0,0,0,0,0,0,0.0006,0,0.0003,0.0008,0.0003,0,0,0.0008,0,0,0.0003,0,0.0003,0.0003,0.0003,0.0006,0,0,0.0008,0,0,0,0,0.0003,0,0,0,0.0003,0,0,0,0.0006,0.0003,0,0,0,0,0,0,0,0.0006,0,0,0.0003,0.0003,0,0,0,0,0.0003,0,0,0,0.0003,0.0003
UAB 18006,28.2135,7.7568,18.3161,2.8798,0.1381,6.3355,1.6887,0.0586,0.2268,1.9582,0.0038,1.378,6.444,0.0033,1.2794,0.0033,2.4092,0.0016,0,2.0059,0.1649,0.0005,0.0088,1.0076,0.6811,0.0159,0.0066,0.0005,0.1173,0.2767,0.0219,0.5857,0.0022,0.0405,0.0345,0.4339,0.0016,0.3523,1.2273,0.0099,0.1118,0.0005,0.0663,0.0033,0.006,0.0011,0.0236,0.0312,0.0022,0.0005,0.0005,0,0.0964,0.0022,0.0049,0.2427,0.0258,0,0.0131,0.0877,0.0005,0.0027,0.0033,0.0258,0.0016,0,0,0.0455,0.0011,0.0066,0.0082,0.0027,0,0.0115,0.0033,0.0214,0.0033,0.0197,0.0049,0,0.1151,0.0011,0.0005,0.0066,0.0022,0.0044,0.6947,0.0011,0.0115,0.0005,0.0011,0.0005,0.0126,0.1616,0,0.0005,0,0,0.0038,0.0044,0.0016,0,0.0005,0.0307,0,0.2219,0,0.0011,0.0011,0.0005,0.0055,0.0005,0.0005,0.046,0.0049,0,0.0712,0.0077,0,0.0005,0.0038,0.0005,0.0016,0,0,0,0,0.0038,0.0077,0.0016,0,0,0.0307,0,0.0005,0.0071,0.006,0,0.0027,0,0.0005,0,0.0005,0,0,0,0,0.0022,0.0005,0.0005,0,0,0.0044,0,0,0,0,0.0005,0,0.0016,0.0016,0.0011,0,0,0,0.0389,0.0005,0.0027,0.0274,0.0011,0,0.0033,0,0.0016,0,0.0005,0,0.0005,0.0005,0,0.0016,0.0011,0.0005,0.0033,0,0,0.0005,0,0.0011,0,0.0005,0,0.0038,0.0016,0.0011,0.0022,0.0011,0,0,0,0,0.0005,0,0,0,0,0.0005,0.0011,0,0.0005,0.0005,0,0,0.0005,0.0011,0,0.0066,0,0,0.0005,0.0022,0,0,0.0022,0,0.0005,0.0005,0.0005,0.0005,0,0,0,0,0.0011,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0.0005,0.0011,0,0,0.0005,0,0.0005,0,0,0.0005,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0.0005,0
UAB 18007,65.9077,7.269,1.9974,0,0.3226,1.9517,0.1505,4.6103,0.3118,0.5914,0.0027,0,0.9516,0,1.0672,0.1425,0,0,0.0027,0.1237,0.0054,0,0.0054,1.4006,0.6075,0.0108,0.0054,0.0027,0.0161,0.0672,0.0618,0.0188,0,0.0833,0.0188,0.0753,0.043,0.0027,0,0.0108,0.0081,0.0672,0.0081,0,0,0.0645,0.0054,0.2151,0,0,0.0349,0,0.0242,0.0753,0.0054,0.2366,0.0054,0,0.0349,0.1425,0,0,0.0027,0.0134,0,0,0,0.0565,0,0.0968,0.0134,0,0,0.0538,0,0,0,0,0,0,0.0054,0,0.0027,0.0108,0.0188,0,0,0,0.0161,0,0,0.0054,0.0188,0.0027,0,0,0,0,0,0,0,0,0,0,0.0081,0,0.0054,0,0,0.0027,0.0108,0,0,0.0188,0,0,0,0.0188,0,0.0027,0.0081,0,0,0,0,0.0054,0,0.0027,0.0027,0.0027,0,0,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081,0,0,0,0,0,0,0.0054,0,0,0.0027,0,0,0,0.0027,0,0.0027,0,0,0,0,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAB 18008,13.3951,30.8853,0.0125,0.0166,0.8232,2.3489,0.2079,7.6496,12.0752,1.6734,0.0416,1.1121,0.0686,13.8192,1.1246,0.185,0.0894,0.0021,0,0.131,0.4053,0,0.5259,1.3491,0.2037,0.0229,0.0125,0.0083,0.0166,0.0748,0.0042,0.079,0.0644,0.0083,0,0.0146,0,0,0.0021,0.0229,0.0582,0.2619,0.0062,0,0,0.0395,0.0042,0.0104,0.0062,0.0437,0.0083,0,0,0,0.0021,0,0.0208,0,0.0416,0.0374,0,0.0021,0,0.0042,0.0042,0.0021,0.0624,0.0021,0,0.0208,0.0021,0.0187,0,0,0,0.0042,0,0,0.0021,0,0.0291,0,0,0.0083,0.027,0,0,0.0146,0.0021,0,0,0,0.0333,0,0,0,0.0146,0.0021,0,0,0,0,0,0.0062,0,0.0042,0.0062,0,0,0,0.0021,0,0,0,0,0,0.0021,0.0021,0.0146,0,0,0,0.0021,0,0,0.0042,0,0.0021,0.0021,0,0,0,0,0,0,0,0,0,0,0.0146,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0,0.0021,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0.0021,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAB 18009,37.2802,0.0051,3.2581,0.023,18.1764,0.0006,5.6413,0.0083,5.9174,3.4875,0.0058,2.789,0.0038,0.0019,0.7311,2.148,0,0.0006,0.0383,0.4371,0.0006,0.3668,0.1617,0.1138,0.0901,0.0115,0.0083,0.007,0.0371,0,0.007,0.3406,0.1828,0.0268,0,0.7049,0.0051,0,0.0006,0.0077,0.0089,0.0026,0.0013,0.0038,0.0064,0.0185,0.101,0.0019,0.0019,0,0.0013,0.0006,0.1841,0.0038,0.0013,0.0013,0.0019,0,0,0.0051,0.0006,0.0006,0.0032,0.0173,0.0013,0.0006,0,0.0089,0.0006,0.0102,0.0064,0.1227,0,0.0019,0.0006,0.0217,0.0045,0.0013,0.0013,0.0038,0.0019,0,0.0447,0.0013,0.0026,0,0.0006,0,0.0217,0,0,0,0.0013,0.0013,0,0,0.0013,0,0.0026,0.0006,0.0236,0,0,0,0.0032,0.0006,0,0,0.0026,0.0006,0.0102,0,0,0.0006,0.0026,0,0,0.0077,0,0,0.0077,0,0.0045,0,0,0.0013,0,0.0006,0.0058,0.0006,0,0.0019,0.0013,0.0013,0,0.0013,0,0,0,0.0038,0,0.0019,0.0083,0.0013,0.0051,0,0,0.0102,0,0.0019,0,0,0.0006,0,0,0,0,0.0058,0.0051,0.0013,0.0019,0.0077,0,0.0006,0,0.0038,0.0006,0,0.0019,0.0026,0,0.0045,0,0.0045,0,0,0,0.0006,0.0019,0,0,0,0.0013,0.0077,0.0006,0,0.0006,0,0,0,0.0006,0,0,0.0006,0.0006,0,0,0.0006,0,0,0,0,0,0.0019,0.0006,0,0,0,0.0006,0,0,0,0,0.0006,0.0013,0,0,0.0019,0.0006,0,0.0006,0,0,0.0006,0,0.0006,0,0,0,0.0006,0.0032,0,0,0.0019,0,0,0,0,0,0.0013,0,0,0,0,0.0026,0,0,0,0.0006,0.0006,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAB 18010,41.1056,2.169,0.1358,0.0046,0.2974,3.7462,0.8228,17.5521,0.077,2.5449,0.0066,0,0.4139,0.002,1.2271,0.2614,0.0111,0,0,0.2548,0.456,0.0238,0.0086,0.0081,1.0148,0.2736,0.0497,0.001,0.1419,0.1257,0.001,1.4034,0.0005,0.0142,0,0.2858,0.0056,0,0.0005,0.0046,0.3749,0.9946,0.5097,0,0.0005,0.0937,0.116,0.0324,0.0005,0.0907,0.1358,0.0046,0.0187,0.0071,1.0614,0.0664,0.154,0.0005,0.0466,0.2295,0,0.0096,0.0005,0.1282,0.0025,0,0,0.0005,0.0238,0.0309,0.0137,0.0066,0,0.0339,0.001,0.003,0.0035,0.0122,0,0.0866,0.0035,0,0.0005,0.074,0.3506,0.0015,0,0.0005,0.0081,0.0035,0,0.0066,0.0699,0.0015,0.001,0.2574,0,0.001,0.001,0.0005,0.0248,0,0.039,0,0.002,0.0304,0.0233,0.0304,0.0005,0.0015,0.002,0.0005,0.0015,0.0127,0.001,0,0.0243,0.0035,0.0015,0.0005,0,0,0.0005,0,0.0005,0.0111,0,0.0421,0.0035,0.0025,0,0.0993,0.0005,0.0005,0.0035,0.0025,0,0.001,0.0086,0.0015,0,0.0127,0.0046,0,0,0.0704,0,0,0.0005,0.0005,0,0.001,0,0,0,0.0005,0,0,0.0035,0,0.0005,0.0005,0,0.0005,0.001,0.0005,0.0005,0.0081,0.002,0,0.0005,0.003,0.0182,0,0.0015,0.0025,0,0.002,0.0005,0.003,0,0.0025,0,0.0015,0,0.001,0.003,0,0.001,0,0.0005,0.0025,0,0,0,0.001,0.0015,0,0,0.002,0,0,0.0005,0.001,0,0,0,0,0,0.0005,0.001,0,0,0,0.0005,0.0117,0.003,0,0,0,0.0015,0,0,0.0005,0,0,0.0005,0,0,0,0,0.0005,0,0.0005,0,0,0,0,0,0.0005,0,0.0005,0,0.0015,0.0005,0,0,0,0,0,0.0005,0,0.0005,0.0005,0,0,0,0,0,0,0.0005,0,0,0.0005,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0.0005,0.001,0,0,0.0005,0,0,0
UAB 18011,2.3119,0.069,5.5728,27.1912,0.0173,0.1208,13.1125,0.0518,0.0173,0.0173,36.6115,5.4003,0.0345,0.0173,0.0345,0,0,0,0,0.0173,0.0345,0,0,0,0,0,0.0173,0,0,0.0173,0.0173,0,0,0.0173,4.1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173,0.0173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0.0518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173,0,0,0,0,0.0173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAB 18012,21.2521,0.0055,0.0608,1.6467,26.148,0,19.6386,0.0055,0.0774,0,0.0166,0,11.1842,0,0.2763,1.7904,0,0.0055,0,0.326,0,1.818,0.0939,0,0.0553,0,0,0,0.0387,0,1.1604,0.0276,0,0.0442,0,0.0055,0.0166,0,0,0.0221,0,0,0.0829,0.0442,0.0663,0.0221,0.0276,0,0.0332,0.0055,0,0,0,0.0166,0,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0.0111,0,0,0.0221,0,0.0332,0,0,0,0,0.0221,0,0,0,0,0,0,0,0.0221,0,0.0055,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0.0055,0,0,0.0055,0,0,0.0276,0.0055,0,0,0.0055,0,0,0,0,0,0.0111,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAB 18013,19.2214,0.0608,0,0.0152,6.5541,0.0152,16.4538,14.1423,0.0152,0.0152,0,0,0.958,0,1.399,0.0152,4.7749,4.4404,0.0152,0.076,0,0,0,0,0.0152,0.0152,0,13.382,0,0,0,0,0,0.0456,0,0.1673,0.0152,0,0,0,0,0,0,1.8704,1.4446,0,0,0,1.0493,0,0,0,0,1.2165,0,0.0152,0,0.4258,0,0,0,0,0,0,0,0,0,0,0.3193,0.0152,0.4562,0,0,0,0.5779,0,0,0,0,0,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304,0,0,0,0.1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152,0,0,0,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
